,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
528,378.42,28,12,0.33,5,6,1,108.91,110.59,2.59,1.9,2.63,0.9,3.91,2.39,-3.37,0.161,0.000426,-3.85,0.054,0.000143,-6.0,0.000383,1.01e-06,1,0,1,0,0,0,0,1,-7.26,0,0,0,0,0,0.55,0,0,1,4.42
529,408.87,28,12,0.43,6,6,4,104.82,99.38,3.17,2.35,1.52,1.07,2.77,2.18,-3.78,0.0684,0.000167,-4.08,0.0343,8.38e-05,-4.46,0.0141,3.44e-05,1,0,1,0,0,0,1,0,-7.13,0,0,0,0,0,0.55,0,0,1,4.52
530,436.88,30,12,0.45,6,7,4,108.52,108.61,3.2,1.71,1.25,1.16,3.0,2.06,-3.53,0.13,0.000298,-3.61,0.108,0.000247,-4.89,0.00565,1.29e-05,1,0,1,0,0,0,1,1,-7.75,0,0,0,0,0,0.55,0,0,1,5.54
531,461.51,32,12,0.32,9,8,2,122.85,128.66,3.02,1.84,1.2,-2.12,2.5,1.29,-3.54,0.132,0.000286,-4.16,0.0318,6.88e-05,-6.26,0.000255,5.52e-07,1,0,1,0,0,1,0,1,-7.81,0,0,0,0,0,0.55,0,1,2,3.83
532,383.89,27,12,0.36,3,4,1,112.63,43.63,3.82,5.2,3.09,0.04,4.9,3.41,-5.63,0.000906,2.36e-06,-5.86,0.000526,1.37e-06,-7.1,3.05e-05,7.94e-08,1,1,0,0,0,1,0,0,-4.95,0,0,0,0,1,0.55,0,0,2,3.59
533,499.43,33,12,0.42,15,4,2,131.17,86.28,3.9,3.22,2.97,-0.22,5.22,3.02,-4.24,0.0285,5.7e-05,-4.7,0.00986,1.97e-05,-8.23,2.91e-06,5.83e-09,1,0,1,0,0,0,1,0,-7.06,0,2,1,0,0,0.55,1,1,2,3.92
534,574.98,40,23,0.26,11,10,2,142.04,130.62,4.11,4.81,4.67,-0.49,5.72,3.76,-6.13,0.000422,7.33e-07,-7.29,2.98e-05,5.18e-08,-9.25,3.21e-07,5.58e-10,0,0,1,0,0,1,0,0,-6.39,1,2,1,0,0,0.55,0,0,3,4.6
535,561.48,38,18,0.35,9,7,3,158.16,97.82,4.13,3.58,0.75,-4.53,3.9,1.57,-5.33,0.00261,4.64e-06,-5.32,0.00269,4.78e-06,-8.27,2.99e-06,5.33e-09,1,0,1,0,0,1,0,0,-7.18,1,2,0,0,0,0.55,1,0,3,4.78
536,384.43,28,15,0.35,6,5,0,110.01,80.28,3.9,2.55,1.91,1.23,2.51,2.42,-3.83,0.0568,0.000148,-3.88,0.0503,0.000131,-4.27,0.0205,5.32e-05,1,0,0,0,1,1,0,1,-6.83,0,0,0,0,0,0.55,0,0,1,3.35
537,204.23,15,6,0.36,2,3,0,61.31,43.37,1.54,0.7,1.23,0.86,0.54,0.97,-1.71,3.97,0.0194,-1.19,13.2,0.0648,-2.27,1.11,0.00542,1,1,0,0,0,0,0,0,-7.05,0,0,0,0,0,0.85,0,0,1,2.46
538,831.03,59,30,0.21,15,7,1,233.61,158.67,-4.02,8.21,10.82,5.67,6.31,5.4,-9.55,2.34e-07,2.81e-10,-11.4,3.29e-09,3.96e-12,-14.62,2e-12,2.41e-15,0,0,1,0,0,0,0,0,-5.54,2,4,2,2,3,0.11,1,3,3,6.07
539,213.3,15,0,0.82,5,3,2,63.76,64.6,1.86,1.0,-0.9,-2.64,1.1,0.09,-1.46,7.35,0.0345,-1.95,2.42,0.0113,-1.62,5.14,0.0241,1,0,0,0,0,0,0,0,-6.89,0,1,0,0,0,0.55,0,0,1,2.53
540,263.32,18,9,0.33,5,5,0,69.83,89.74,2.7,2.43,1.92,1.68,3.45,2.44,-3.04,0.238,0.000905,-3.96,0.029,0.00011,-4.35,0.0118,4.48e-05,1,0,0,1,1,0,0,0,-6.18,0,0,0,0,0,0.56,0,0,0,2.66
541,285.36,19,6,0.46,7,4,1,72.74,87.09,2.15,3.21,0.52,-1.12,1.2,1.19,-3.4,0.113,0.000395,-4.71,0.00555,1.94e-05,-3.42,0.108,0.000378,1,0,0,1,0,0,0,0,-5.76,0,0,0,0,0,0.55,0,0,0,2.23
542,603.74,42,6,0.77,33,11,1,157.74,121.4,7.36,2.45,2.64,-0.58,6.11,3.6,-3.05,0.533,0.000882,-4.64,0.0137,2.28e-05,-8.77,1.03e-06,1.7e-09,1,0,1,0,0,0,0,0,-8.24,2,3,1,0,3,0.17,0,0,2,4.26
543,220.29,15,0,1.0,4,4,5,60.49,85.36,1.92,-0.63,-3.25,-4.72,-0.86,-1.51,-0.54,62.8,0.285,-0.69,45.0,0.204,0.6,883.0,4.01,0,0,1,0,0,0,0,0,-8.09,0,1,0,0,0,0.55,0,0,1,3.5
544,589.53,39,17,0.34,13,7,0,155.16,129.15,4.81,7.55,5.81,3.76,9.77,6.34,-7.72,1.13e-05,1.92e-08,-10.1,4.7e-08,7.98e-11,-9.84,8.6e-08,1.46e-10,0,0,1,1,1,1,0,1,-4.54,1,3,1,0,1,0.56,0,1,3,4.86
545,407.57,27,0,1.0,20,4,0,115.9,68.4,0.26,6.79,6.75,-0.08,3.03,3.35,-5.32,0.00193,4.74e-06,-8.03,3.77e-06,9.26e-09,-7.2,2.55e-05,6.25e-08,0,0,1,0,0,1,0,1,-3.97,0,2,1,1,2,0.55,0,2,3,5.12
546,495.73,35,0,0.9,24,5,1,145.36,81.7,6.01,9.96,6.88,4.66,8.31,7.16,-7.6,1.23e-05,2.49e-08,-11.6,1.24e-09,2.5e-12,-7.97,5.31e-06,1.07e-08,0,0,1,0,0,1,0,0,-2.25,1,4,1,1,2,0.55,0,3,3,5.42
547,428.6,30,0,0.88,23,6,0,121.34,78.9,5.6,7.32,5.9,4.05,7.08,5.99,-5.59,0.0011,2.56e-06,-8.8,6.73e-07,1.57e-09,-6.93,4.98e-05,1.16e-07,1,0,0,0,0,0,0,1,-3.72,0,2,1,1,2,0.55,0,1,3,3.99
548,312.45,23,6,0.52,6,2,0,96.07,46.12,3.79,6.52,6.72,4.31,5.42,5.35,-5.68,0.00065,2.08e-06,-7.29,1.62e-05,5.18e-08,-5.41,0.00121,3.86e-06,1,0,0,0,0,1,0,1,-3.58,1,1,0,1,1,0.85,0,1,1,3.97
549,738.91,51,18,0.43,19,9,3,202.33,213.71,3.87,6.85,4.98,2.25,5.01,4.59,-7.74,1.33e-05,1.8e-08,-11.15,5.26e-09,7.12e-12,-10.31,3.59e-08,4.86e-11,0,0,1,0,0,0,0,1,-5.94,2,3,2,1,4,0.11,0,0,3,6.26
550,168.22,11,6,0.43,2,3,0,44.77,74.94,1.63,0.79,0.64,0.38,3.68,1.43,-1.65,3.75,0.0223,-1.94,1.91,0.0114,-2.86,0.232,0.00138,1,0,0,0,0,0,0,0,-6.77,0,1,0,0,1,0.85,0,1,1,2.07
551,167.25,11,6,0.25,2,2,1,50.73,72.62,1.58,1.07,0.56,-2.96,2.71,0.59,-1.82,2.52,0.015,-2.19,1.09,0.00651,-2.6,0.418,0.0025,1,0,0,0,0,0,0,0,-6.56,0,0,0,0,1,0.55,0,1,1,1.66
552,141.17,10,0,0.71,1,2,1,40.51,46.17,1.22,0.38,0.07,0.65,1.36,0.74,-0.89,18.2,0.129,-0.92,17.2,0.122,-1.96,1.55,0.011,1,0,0,0,0,0,0,0,-6.89,0,1,0,0,1,0.55,0,1,1,1.43
553,298.56,16,0,0.8,9,2,2,89.26,123.66,3.34,3.88,0.79,-5.71,3.73,1.21,-3.54,0.0858,0.000287,-6.17,0.0002,6.69e-07,-2.24,1.73,0.00578,1,0,0,0,0,0,0,0,-5.37,0,0,0,0,0,0.55,0,2,2,3.32
554,150.16,10,9,0.0,0,4,0,37.01,83.65,0.3,0.11,0.27,-0.75,2.78,0.54,-1.51,4.68,0.0312,-1.42,5.68,0.0378,-2.26,0.827,0.00551,1,0,0,0,0,0,0,0,-7.14,0,3,0,0,1,0.56,0,1,1,1.67
